Year,Month,Day,Weekday,High,Low,Close,High_ch_pc_sdbf,Low_ch_pc_sdbf,Close_ch_pc_sdbf,High_ch_tot_sdbf,Low_Ch_tot_sdbf,Close_Ch_tot_sdbf,Streak,Bestmove
2021,1,18,0,1964.14,1951.68,1962.43,-0.481635728614%,0.299229381866%,0.393389827917%,-9.46,5.84,7.72,-1,Salj
2021,1,15,4,1973.6,1945.84,1954.71,-0.060295905959%,-0.922994696378%,-0.895785052514%,-1.19,-17.96,-17.51,1,Kop
2021,1,14,3,1974.79,1963.8,1972.22,0.461821256944%,0.606986454832%,0.505014653538%,9.12,11.92,9.96,-1,Salj
2021,1,13,2,1965.67,1951.88,1962.26,0.258436054882%,0.351456032133%,0.185500392405%,5.08,6.86,3.64,3,Behall
2021,1,12,1,1960.59,1945.02,1958.62,0.238703655532%,0.305909450803%,0.874595378379%,4.68,5.95,17.13,2,Behall
2021,1,11,0,1955.91,1939.07,1941.49,0.034255154890%,-0.206284455951%,-0.405873839165%,0.67,-4,-7.88,1,Kop
2021,1,8,4,1955.24,1943.07,1949.37,0.727787893046%,0.928427694319%,0.506830411877%,14.23,18.04,9.88,-1,Salj
2021,1,7,3,1941.01,1925.03,1939.49,1.697054626200%,2.062305522511%,2.430535862521%,32.94,39.7,47.14,2,Behall
2021,1,5,1,1908.07,1885.33,1892.35,-0.164040103351%,-0.132072369293%,-0.165931249505%,-3.13,-2.49,-3.14,1,Kop
2021,1,4,0,1911.2,1887.82,1895.49,0.863855169527%,0.692862666992%,1.094703744151%,16.51,13.08,20.75,-1,Salj
2020,12,30,2,1894.69,1874.74,1874.74,-0.406926726800%,-0.722766890342%,-0.977202172035%,-7.71,-13.55,-18.32,1,Kop
2020,12,29,1,1902.4,1888.29,1893.06,0.784798149706%,1.062866402936%,0.352867843597%,14.93,20.07,6.68,-1,Salj
2020,12,28,0,1887.47,1868.22,1886.38,1.032069383884%,0.659986511225%,0.974883109448%,19.48,12.33,18.39,4,Behall
2020,12,23,2,1867.99,1855.89,1867.99,0.203427213208%,0.400347003325%,0.252142677423%,3.8,7.43,4.71,3,Behall
2020,12,22,1,1864.19,1848.46,1863.28,-0.146980726214%,0.766043084514%,0.975162079773%,-2.74,14.16,18.17,2,Behall
2020,12,21,0,1866.93,1834.3,1845.11,-1.676013562372%,-2.549746497301%,-2.263821669169%,-31.29,-46.77,-41.77,1,Kop
2020,12,18,4,1898.22,1881.07,1886.88,-0.234956959678%,-0.137687592700%,0.090095819554%,-4.46,-2.59,1.7,-1,Salj
2020,12,17,3,1902.68,1883.66,1885.18,-0.280131183383%,0.188993767453%,-0.375560954392%,-5.33,3.56,-7.08,1,Kop
2020,12,16,2,1908.01,1880.1,1892.26,0.420857333033%,0.203180681879%,0.127889402091%,8.03,3.82,2.42,-1,Salj
2020,12,15,1,1899.98,1876.28,1889.84,-0.434215097001%,-0.628904001535%,-0.042860771282%,-8.25,-11.8,-0.81,1,Kop
2020,12,14,0,1908.23,1888.08,1890.65,0.620470278740%,0.787042921910%,-0.030148361675%,11.84,14.86,-0.57,-4,Behall
2020,12,11,4,1896.39,1873.22,1891.22,-1.628884353957%,-1.156297711961%,-0.824864373262%,-30.89,-21.66,-15.6,-3,Behall
2020,12,10,3,1927.28,1894.88,1906.82,-0.364243908514%,-1.482415773030%,-1.027889365541%,-7.02,-28.09,-19.6,-2,Behall
2020,12,9,2,1934.3,1922.97,1926.42,0.454944941322%,1.345834828416%,0.047756979267%,8.8,25.88,0.92,-1,Salj
2020,12,8,1,1925.5,1897.09,1925.5,0.285640093482%,-0.282010869279%,0.929109322254%,5.5,-5.35,17.89,2,Behall
2020,12,7,0,1920,1902.44,1907.61,0.035937500000%,-0.342717772965%,-0.489093682671%,0.69,-6.52,-9.33,1,Kop
2020,12,4,4,1919.31,1908.96,1916.94,-0.043244707734%,0.254588886095%,0.248312414577%,-0.83,4.86,4.76,-1,Salj
2020,12,3,3,1920.14,1904.1,1912.18,-0.297894945160%,-0.525707683420%,-0.356138020479%,-5.72,-10.01,-6.81,1,Kop
2020,12,2,2,1925.86,1914.11,1918.99,-0.096060980549%,0.054333345524%,-0.261074836242%,-1.85,1.04,-5.01,-2,Behall
2020,12,1,1,1927.71,1913.07,1924,-0.383875167945%,-0.198633609852%,0.335758835759%,-7.4,-3.8,6.46,-1,Salj
2020,11,30,0,1935.11,1916.87,1917.54,-0.186035935942%,-0.366743701972%,-1.019535446457%,-3.6,-7.03,-19.55,1,Kop
2020,11,27,4,1938.71,1923.9,1937.09,-0.102645573603%,-0.301470970425%,0.264313996768%,-1.99,-5.8,5.12,-1,Salj
2020,11,26,3,1940.7,1929.7,1931.97,-0.520946050394%,0.110379851790%,0.027950744577%,-10.11,2.13,0.54,2,Behall
2020,11,25,2,1950.81,1927.57,1931.43,0.627431682224%,0.016601212926%,-0.347410985643%,12.24,0.32,-6.71,1,Kop
2020,11,24,1,1938.57,1927.25,1938.14,-0.078408311281%,0.284342975743%,0.844624227352%,-1.52,5.48,16.37,-1,Salj
2020,11,23,0,1940.09,1921.77,1921.77,0.365962403806%,0.635872138705%,-0.244566207194%,7.1,12.22,-4.7,1,Kop
2020,11,20,4,1932.99,1909.55,1926.47,0.581482573629%,0.245083920295%,0.574626129657%,11.24,4.68,11.07,-1,Salj
2020,11,19,3,1921.75,1904.87,1915.4,-0.354884870561%,-0.319706856636%,-0.372246006056%,-6.82,-6.09,-7.13,1,Kop
2020,11,18,2,1928.57,1910.96,1922.53,0.168518643347%,-0.010989241010%,0.017164881692%,3.25,-0.21,0.33,-1,Salj
2020,11,17,1,1925.32,1911.17,1922.2,-0.083622462759%,0.491322069727%,0.194568723338%,-1.61,9.39,3.74,4,Behall
2020,11,16,0,1926.93,1901.78,1918.46,1.296881568090%,1.028510132613%,1.102968005588%,24.99,19.56,21.16,3,Behall
2020,11,13,4,1901.94,1882.22,1897.3,-0.254477007687%,-0.212515008873%,0.257734675592%,-4.84,-4,4.89,2,Behall
2020,11,12,3,1906.78,1886.22,1892.41,-0.081813318789%,0.313855223675%,-0.553791197468%,-1.56,5.92,-10.48,1,Kop
2020,11,11,2,1908.34,1880.3,1902.89,0.788119517486%,0.340371217359%,0.911771042993%,15.04,6.4,17.35,-1,Salj
2020,11,10,1,1893.3,1873.9,1885.54,-0.521840173242%,1.644698222957%,-0.169712655261%,-9.88,30.82,-3.2,1,Kop
2020,11,9,0,1903.18,1843.08,1888.74,3.990689267437%,2.246782559628%,3.664877113843%,75.95,41.41,69.22,-1,Salj
2020,11,6,4,1827.23,1801.67,1819.52,0.186074002725%,-0.213690631470%,-0.147841188885%,3.4,-3.85,-2.69,1,Kop
2020,11,5,3,1823.83,1805.52,1822.21,1.250664809768%,3.608932606673%,1.464156162023%,22.81,65.16,26.68,-1,Salj
2020,11,4,2,1801.02,1740.36,1795.53,1.445847353167%,-0.988875864764%,1.295439229643%,26.04,-17.21,23.26,5,Behall
2020,11,3,1,1774.98,1757.57,1772.27,1.264802983696%,2.699750223320%,1.345731745163%,22.45,47.45,23.85,4,Behall
2020,11,2,0,1752.53,1710.12,1748.42,1.698116437379%,0.434472434683%,1.761590464534%,29.76,7.43,30.8,3,Behall
2020,10,30,4,1722.77,1702.69,1717.62,-0.639667512204%,-0.123921559415%,0.092569951444%,-11.02,-2.11,1.59,2,Behall
2020,10,29,3,1733.79,1704.8,1716.03,-0.616568327191%,-0.612388549977%,-0.386356881873%,-10.69,-10.44,-6.63,1,Kop
2020,10,28,2,1744.48,1715.24,1722.66,-2.341098780152%,-2.452134978195%,-2.400357586523%,-40.84,-42.06,-41.35,-4,Behall
2020,10,27,1,1785.32,1757.3,1764.01,-1.322451997401%,-1.003812667160%,-0.623579231410%,-23.61,-17.64,-11,-3,Behall
2020,10,26,0,1808.93,1774.94,1775.01,-1.169752284500%,-2.224863939063%,-2.531253345052%,-21.16,-39.49,-44.93,-2,Behall
2020,10,23,4,1830.09,1814.43,1819.94,0.644230611609%,1.246672508722%,0.200556062288%,11.79,22.62,3.65,-1,Salj
2020,10,22,3,1818.3,1791.81,1816.29,-1.721938074025%,-1.327149641982%,-0.243903781885%,-31.31,-23.78,-4.43,1,Kop
2020,10,21,2,1849.61,1815.59,1820.72,-0.256270240753%,-1.165461365176%,-1.146249835230%,-4.74,-21.16,-20.87,-3,Behall
2020,10,20,1,1854.35,1836.75,1841.59,0.157467576240%,0.166054171771%,0.000000000000%,2.92,3.05,0,-2,Behall
2020,10,19,0,1851.43,1833.7,1841.59,0.525539717948%,1.193215902274%,0.341552680021%,9.73,21.88,6.29,-1,Salj
2020,10,16,4,1841.7,1811.82,1835.3,0.901884128794%,0.513296022784%,1.217784558383%,16.61,9.3,22.35,2,Behall
2020,10,15,3,1825.09,1802.52,1812.95,-1.310072379992%,-1.718150145352%,-1.538928266086%,-23.91,-30.97,-27.9,1,Kop
2020,10,14,2,1849,1833.49,1840.85,-0.388318009735%,0.072539255736%,0.401444984654%,-7.18,1.33,7.39,-1,Salj
2020,10,13,1,1856.18,1832.16,1833.46,-0.083504832505%,-0.496681512532%,-1.196099178602%,-1.55,-9.1,-21.93,1,Kop
2020,10,12,0,1857.73,1841.26,1855.39,0.493613173066%,0.269380750138%,0.825702412970%,9.17,4.96,15.32,-1,Salj
2020,10,9,4,1848.56,1836.3,1840.07,-0.122257324620%,0.137232478353%,-0.072279858918%,-2.26,2.52,-1.33,1,Kop
2020,10,8,3,1850.82,1833.78,1841.4,-0.017289633784%,-0.143419603224%,0.118388182904%,-0.32,-2.63,2.18,-1,Salj
2020,10,7,2,1851.14,1836.41,1839.22,-0.239311991530%,0.142125124564%,0.003805961223%,-4.43,2.61,0.07,2,Behall
2020,10,6,1,1855.57,1833.8,1839.15,0.719455477293%,0.301559603010%,-0.028817660332%,13.35,5.53,-0.53,1,Kop
2020,10,5,0,1842.22,1828.27,1839.68,1.405912431740%,2.056042050682%,1.412745694903%,25.9,37.59,25.99,-1,Salj
2020,10,2,4,1816.32,1790.68,1813.69,-1.413847780127%,-1.960707664128%,-0.901477099174%,-25.68,-35.11,-16.35,1,Kop
2020,10,1,3,1842,1825.79,1830.04,0.038545059718%,0.273306349580%,0.034971913182%,0.71,4.99,0.64,-1,Salj
2020,9,30,2,1841.29,1820.8,1829.4,-0.054852847732%,-0.383897188049%,-0.393571662840%,-1.01,-6.99,-7.2,1,Kop
2020,9,29,1,1842.3,1827.79,1836.6,0.290397872225%,1.150022705015%,0.106718937166%,5.35,21.02,1.96,-1,Salj
2020,9,28,0,1836.95,1806.77,1834.64,2.602139415880%,2.454103178600%,2.767300396808%,47.8,44.34,50.77,3,Behall
2020,9,25,4,1789.15,1762.43,1783.87,0.005589246290%,-0.285968804435%,0.356528222348%,0.1,-5.04,6.36,2,Behall
2020,9,24,3,1789.05,1767.47,1777.51,-1.424219557866%,-1.257729975615%,-1.019966132399%,-25.48,-22.23,-18.13,1,Kop
2020,9,23,2,1814.53,1789.7,1795.64,1.166693303500%,0.717997429737%,0.764072976766%,21.17,12.85,13.72,-1,Salj
2020,9,22,1,1793.36,1776.85,1781.92,-1.614845875898%,0.401271913780%,0.634708628895%,-28.96,7.13,11.31,2,Behall
2020,9,21,0,1822.32,1769.72,1770.61,-1.374072610738%,-3.462129602423%,-3.656931791868%,-25.04,-61.27,-64.75,1,Kop
2020,9,18,4,1847.36,1830.99,1835.36,0.582452797506%,0.851451946761%,0.087721210008%,10.76,15.59,1.61,-1,Salj
2020,9,17,3,1836.6,1815.4,1833.75,-0.154633562017%,-0.313429547207%,-0.245944103613%,-2.84,-5.69,-4.51,1,Kop
2020,9,16,2,1839.44,1821.09,1838.26,0.547449223677%,1.099890724786%,1.058609772285%,10.07,20.03,19.46,-1,Salj
2020,9,15,1,1829.37,1801.06,1818.8,0.678922251923%,0.306486180360%,0.885748845393%,12.42,5.52,16.11,3,Behall
2020,9,14,0,1816.95,1795.54,1802.69,0.272434574424%,0.185459527496%,0.068231365348%,4.95,3.33,1.23,2,Behall
2020,9,11,4,1812,1792.21,1801.46,-0.097130242826%,-0.012275347197%,-0.077159637183%,-1.76,-0.22,-1.39,1,Kop
2020,9,10,3,1813.76,1792.43,1802.85,0.051826040932%,0.728061904788%,-0.539701028926%,0.94,13.05,-9.73,-2,Behall
2020,9,9,2,1812.82,1779.38,1812.58,0.638232146600%,0.615382886174%,1.653995961558%,11.57,10.95,29.98,-1,Salj
2020,9,8,1,1801.25,1768.43,1782.6,0.018875780708%,-0.311575804527%,-0.934589924829%,0.34,-5.51,-16.66,1,Kop
2020,9,7,0,1800.91,1773.94,1799.26,0.489197128119%,1.430149835958%,2.071407134044%,8.81,25.37,37.27,-1,Salj
2020,9,4,4,1792.1,1748.57,1761.99,-1.291222588025%,-0.386029727148%,0.078320535304%,-23.14,-6.75,1.38,2,Behall
2020,9,3,3,1815.24,1755.32,1760.61,0.591657301514%,-1.268714536381%,-1.263766535462%,10.74,-22.27,-22.25,1,Kop
2020,9,2,2,1804.5,1777.59,1782.86,0.995843724023%,1.185875258074%,0.752723152687%,17.97,21.08,13.42,-1,Salj
2020,9,1,1,1786.53,1756.51,1769.44,-0.378387152749%,-0.559063142254%,0.175761822950%,-6.76,-9.82,3.11,2,Behall
2020,8,31,0,1793.29,1766.33,1766.33,-0.235879305634%,-0.236082725199%,-0.579733118953%,-4.23,-4.17,-10.24,1,Kop
2020,8,28,4,1797.52,1770.5,1776.57,-0.418354176866%,-1.209262920079%,-0.979415390331%,-7.52,-21.41,-17.4,-3,Behall
2020,8,27,3,1805.04,1791.91,1793.97,0.372844923104%,0.869463310099%,-0.241921548298%,6.73,15.58,-4.34,-2,Behall
2020,8,26,2,1798.31,1776.33,1798.31,-0.494353031457%,-0.552262248569%,0.669517491423%,-8.89,-9.81,12.04,-1,Salj
2020,8,25,1,1807.2,1786.14,1786.27,0.835546702081%,1.130370519668%,-0.119242891612%,15.1,20.19,-2.13,1,Kop
2020,8,24,0,1792.1,1765.95,1788.4,1.464762011048%,1.527789575016%,1.972153880564%,26.25,26.98,35.27,-1,Salj
2020,8,21,4,1765.85,1738.97,1753.13,0.245773989863%,-0.248997970063%,0.068449002641%,4.34,-4.33,1.2,2,Behall
2020,8,20,3,1761.51,1743.3,1751.93,-0.816912762346%,-0.839786611599%,-1.330532612604%,-14.39,-14.64,-23.31,1,Kop
2020,8,19,2,1775.9,1757.94,1775.24,-0.252829551213%,0.141643059490%,0.853405736689%,-4.49,2.49,15.15,-1,Salj
2020,8,18,1,1780.39,1755.45,1760.09,0.381377114003%,0.009684126577%,-0.763597316046%,6.79,0.17,-13.44,1,Kop
2020,8,17,0,1773.6,1755.28,1773.53,-0.465155615697%,0.478556127797%,1.089916719762%,-8.25,8.4,19.33,-1,Salj
2020,8,14,4,1781.85,1746.88,1754.2,-0.782894183012%,-1.883930206998%,-1.858396990081%,-13.95,-32.91,-32.6,1,Kop
2020,8,13,3,1795.8,1779.79,1786.8,0.271745183205%,0.373077722653%,-0.122565480188%,4.88,6.64,-2.19,-2,Behall
2020,8,12,2,1790.92,1773.15,1788.99,-0.106649096554%,0.705524067338%,0.151482121197%,-1.91,12.51,2.71,-1,Salj
2020,8,11,1,1792.83,1760.64,1786.28,2.110629563316%,1.160941475827%,2.092057236268%,37.84,20.44,37.37,4,Behall
2020,8,10,0,1754.99,1740.2,1748.91,0.509404611992%,0.578094471900%,0.483158081319%,8.94,10.06,8.45,3,Behall
2020,8,7,4,1746.05,1730.14,1740.46,-0.264597233756%,-0.020807564706%,0.075842018777%,-4.62,-0.36,1.32,2,Behall
2020,8,6,3,1750.67,1730.5,1739.14,-0.039984691575%,-0.325339497255%,-0.365122991824%,-0.7,-5.63,-6.35,1,Kop
2020,8,5,2,1751.37,1736.13,1745.49,-0.302049252871%,0.550650008928%,0.643945253195%,-5.29,9.56,11.24,-1,Salj
2020,8,4,1,1756.66,1726.57,1734.25,0.307401546116%,1.403939602796%,-0.695978088511%,5.4,24.24,-12.07,1,Kop
2020,8,3,0,1751.26,1702.33,1746.32,0.720052990418%,-0.238496648711%,2.231549773237%,12.61,-4.06,38.97,-1,Salj
2020,7,31,4,1738.65,1706.39,1707.35,-1.135938803094%,-0.309425160719%,-0.757313966088%,-19.75,-5.28,-12.93,1,Kop
2020,7,30,3,1758.4,1711.67,1720.28,-0.209281164695%,-2.263870956434%,-2.342641895505%,-3.68,-38.75,-40.3,-2,Behall
2020,7,29,2,1762.08,1750.42,1760.58,-0.092504313085%,0.339347128118%,0.359540605937%,-1.63,5.94,6.33,-1,Salj
2020,7,28,1,1763.71,1744.48,1754.25,0.035720158076%,-0.063629276346%,-0.345446772125%,0.63,-1.11,-6.06,1,Kop
2020,7,27,0,1763.08,1745.59,1760.31,0.067495519205%,0.318516948424%,0.572058330635%,1.19,5.56,10.07,-1,Salj
2020,7,24,4,1761.89,1740.03,1750.24,-1.765717496552%,-2.068355143302%,-1.763186762958%,-31.11,-35.99,-30.86,1,Kop
2020,7,23,3,1793,1776.02,1781.1,0.606246514222%,0.610916543733%,0.070181348605%,10.87,10.85,1.25,-1,Salj
2020,7,22,2,1782.13,1765.17,1779.85,-0.870306879969%,-0.455480208705%,0.250582914291%,-15.51,-8.04,4.46,2,Behall
2020,7,21,1,1797.64,1773.21,1775.39,0.579092588060%,0.388560858556%,-0.515379719386%,10.41,6.89,-9.15,1,Kop
2020,7,20,0,1787.23,1766.32,1784.54,0.342988871046%,0.382716608542%,0.806370269089%,6.13,6.76,14.39,-1,Salj
2020,7,17,4,1781.1,1759.56,1770.15,1.076301162203%,0.641069358249%,0.881281247352%,19.17,11.28,15.6,2,Behall
2020,7,16,3,1761.93,1748.28,1754.55,-0.574937710352%,0.320314823712%,-0.758029124277%,-10.13,5.6,-13.3,1,Kop
2020,7,15,2,1772.06,1742.68,1767.85,1.696330824013%,1.102325154360%,1.654552139605%,30.06,19.21,29.25,-1,Salj
2020,7,14,1,1742,1723.47,1738.6,-0.182548794489%,0.030751913291%,-0.237547451973%,-3.18,0.53,-4.13,1,Kop
2020,7,13,0,1745.18,1722.94,1742.73,1.837632794325%,1.853808025816%,1.785130226713%,32.07,31.94,31.11,-1,Salj
2020,7,10,4,1713.11,1691,1711.62,-0.618173964311%,-0.345357776464%,0.805085240883%,-10.59,-5.84,13.78,2,Behall
2020,7,9,3,1723.7,1696.84,1697.84,-0.096884608691%,-0.523915042078%,-0.865216981577%,-1.67,-8.89,-14.69,1,Kop
2020,7,8,2,1725.37,1705.73,1712.53,0.048685209549%,-0.337099071952%,-0.462473650097%,0.84,-5.75,-7.92,-3,Behall
2020,7,7,1,1724.53,1711.48,1720.45,-0.447658202525%,-0.158342487204%,-0.606236740388%,-7.72,-2.71,-10.43,-2,Behall
2020,7,6,0,1732.25,1714.19,1730.88,1.246933179391%,1.323073871625%,2.057912738029%,21.6,22.68,35.62,-1,Salj
2020,7,3,4,1710.65,1691.51,1695.26,0.357758746675%,0.516106910394%,-0.504937295754%,6.12,8.73,-8.56,1,Kop
2020,7,2,3,1704.53,1682.78,1703.82,0.973875496471%,1.485636862810%,1.689145567020%,16.6,25,28.78,-1,Salj
2020,7,1,2,1687.93,1657.78,1675.04,0.514239334570%,0.274463439057%,0.636402712771%,8.68,4.55,10.66,2,Behall
2020,6,30,1,1679.25,1653.23,1664.38,0.278695846360%,0.139726474840%,-0.429589396652%,4.68,2.31,-7.15,1,Kop
2020,6,29,0,1674.57,1650.92,1671.53,-0.904112697588%,-0.404622876941%,0.829778705737%,-15.14,-6.68,13.87,-1,Salj
2020,6,26,4,1689.71,1657.6,1657.66,1.623355487036%,1.913610038610%,-0.199075805654%,27.43,31.72,-3.3,1,Kop
2020,6,25,3,1662.28,1625.88,1660.96,-1.163462232596%,-0.981622259945%,1.086720932473%,-19.34,-15.96,18.05,-1,Salj
2020,6,24,2,1681.62,1641.84,1642.91,-0.752250805771%,-1.578716561906%,-2.462094697823%,-12.65,-25.92,-40.45,1,Kop
2020,6,23,1,1694.27,1667.76,1683.36,1.507433880078%,1.229193648966%,1.523738237810%,25.54,20.5,25.65,-1,Salj
2020,6,22,0,1668.73,1647.26,1657.71,-0.526747886117%,-0.715126938067%,-0.616513141623%,-8.79,-11.78,-10.22,1,Kop
2020,6,18,3,1677.52,1659.04,1667.93,-0.676594019743%,-0.796846368984%,-0.575563722698%,-11.35,-13.22,-9.6,-2,Behall
2020,6,17,2,1688.87,1672.26,1677.53,0.702836808043%,1.717436283831%,0.339189165022%,11.87,28.72,5.69,-1,Salj
2020,6,16,1,1677,1643.54,1671.84,3.378652355397%,4.383830025433%,3.331658531917%,56.66,72.05,55.7,4,Behall
2020,6,15,0,1620.34,1571.49,1616.14,-0.857227495464%,-1.192498838682%,0.437462101056%,-13.89,-18.74,7.07,3,Behall
2020,6,12,4,1634.23,1590.23,1609.07,-1.458790990252%,-1.184105443867%,0.000621477002%,-23.84,-18.83,0.01,2,Behall
2020,6,11,3,1658.07,1609.06,1609.06,-3.488996242619%,-4.862466284663%,-5.174449678694%,-57.85,-78.24,-83.26,1,Kop
2020,6,10,2,1715.92,1687.3,1692.32,-0.335097207329%,0.281514846204%,-0.258816299518%,-5.75,4.75,-4.38,-4,Behall
2020,6,9,1,1721.67,1682.55,1696.7,-0.432138563139%,-1.651065347241%,-1.235339187835%,-7.44,-27.78,-20.96,-3,Behall
2020,6,8,0,1729.11,1710.33,1717.66,-0.090798156277%,0.245566645033%,-0.748110801905%,-1.57,4.2,-12.85,-2,Behall
2020,6,5,4,1730.68,1706.13,1730.51,1.274065685164%,0.941311623382%,1.735326580026%,22.05,16.06,30.03,-1,Salj
2020,6,4,3,1708.63,1690.07,1700.48,-0.077840140932%,0.446727058643%,-0.557489649981%,-1.33,7.55,-9.48,1,Kop
2020,6,3,2,1709.96,1682.52,1709.96,1.826358511310%,1.682595154887%,2.513509087932%,31.23,28.31,42.98,-1,Salj
2020,6,2,1,1678.73,1654.21,1666.98,1.635164678060%,1.278555926998%,1.055801509316%,27.45,21.15,17.6,3,Behall
2020,6,1,0,1651.28,1633.06,1649.38,0.328835812218%,0.450687666099%,1.189537886964%,5.43,7.36,19.62,2,Behall
2020,5,29,4,1645.85,1625.7,1629.76,-0.803232372330%,-0.316171495356%,-1.706999803652%,-13.22,-5.14,-27.82,1,Kop
2020,5,28,3,1659.07,1630.84,1657.58,1.523745230762%,1.488803316083%,2.062645543503%,25.28,24.28,34.19,-1,Salj
2020,5,27,2,1633.79,1606.56,1623.39,1.472649483716%,0.761253859177%,1.031175503114%,24.06,12.23,16.74,4,Behall
2020,5,26,1,1609.73,1594.33,1606.65,1.091487392296%,1.855324807286%,1.123455637507%,17.57,29.58,18.05,3,Behall
2020,5,25,0,1592.16,1564.75,1588.6,2.015500954678%,1.997763220962%,2.084225103865%,32.09,31.26,33.11,2,Behall
2020,5,22,4,1560.07,1533.49,1555.49,-0.333959373618%,-0.414088125778%,-0.061074002404%,-5.21,-6.35,-0.95,1,Kop
2020,5,20,2,1565.28,1539.84,1556.44,-0.743636921190%,-0.384455527847%,-0.246716866696%,-11.64,-5.92,-3.84,-3,Behall
2020,5,19,1,1576.92,1545.76,1560.28,0.679172056921%,1.687195942449%,-0.376855436204%,10.71,26.08,-5.88,-2,Behall
2020,5,18,0,1566.21,1519.68,1566.16,3.688521973426%,2.486707727943%,4.631710680901%,57.77,37.79,72.54,-1,Salj
2020,5,15,4,1508.44,1481.89,1493.62,-0.309591365914%,1.392141117087%,1.144869511656%,-4.67,20.63,17.1,2,Behall
2020,5,14,3,1513.11,1461.26,1476.52,-2.539141238905%,-4.164214445068%,-3.123560805136%,-38.42,-60.85,-46.12,1,Kop
2020,5,13,2,1551.53,1522.11,1522.64,-1.352213621393%,-1.423024617143%,-3.112357484369%,-20.98,-21.66,-47.39,-2,Behall
2020,5,12,1,1572.51,1543.77,1570.03,0.017805928102%,0.105585676623%,0.862403903110%,0.28,1.63,13.54,-1,Salj
2020,5,11,0,1572.23,1542.14,1556.49,0.482117756308%,-0.315146484755%,-0.430455704823%,7.58,-4.86,-6.7,1,Kop
2020,5,8,4,1564.65,1547,1563.19,1.540280573930%,1.471234647705%,1.628081039413%,24.1,22.76,25.45,-1,Salj
2020,5,7,3,1540.55,1524.24,1537.74,0.194735646360%,0.231590825592%,1.062598358630%,3,3.53,16.34,2,Behall
2020,5,6,2,1537.55,1520.71,1521.4,-0.120321290365%,0.348521414339%,-1.102931510451%,-1.85,5.3,-16.78,1,Kop
2020,5,5,1,1539.4,1515.41,1538.18,0.481356372613%,0.673085171670%,2.143442249932%,7.41,10.2,32.97,-1,Salj
2020,5,4,0,1531.99,1505.21,1505.21,0.108991954931%,0.109729633957%,0.110833103469%,2.14,2.16,2.20,1,Kop
